time,latitude,longitude,depth,mag
2017-12-12T03:47:28.680Z,39.7472,141.6758,71.56,4.5
2017-12-15T02:42:26.560Z,35.1943,139.9556,94.83,4.6
2017-12-15T17:58:41.900Z,39.6987,141.9361,30.11,5.2
2017-12-17T21:09:55.470Z,38.8438,142.0708,48.64,4.5
2017-12-18T21:54:33.460Z,38.167,141.7368,49.75,4.8
2017-12-18T23:23:53.250Z,30.9704,132.0208,10,4.9
2017-12-19T17:52:36.650Z,33.468,141.2615,34.32,4.9
2017-12-19T19:49:25.270Z,40.9677,141.9191,60.83,4.6
2017-12-22T00:35:36.560Z,36.1355,140.0164,80.31,4.7
2017-12-25T22:23:39.650Z,37.3791,142.1104,35.55,4.5
2017-12-26T15:50:10.050Z,34.714,141.2781,25.23,4.6
2017-12-27T13:05:30.480Z,35.4602,140.0077,69.34,4.8
2017-12-31T19:42:41.250Z,35.8275,140.9963,46.84,4.6
